tweet_id,aggr,auth_id,auth_power,bully,harm,peer,rep,targ_id,targ_power
1138316166596845569,1,155118292,0,0,0,0,0,552233925,0
1138316531484438528,1,871927968607719424,0,0,0,1,0,205885522,0
1138316573419216896,1,2363899527,0,0,0,0,0,731991453673488384,0
1138316619585863683,1,1216560206,1,0,0,0,0,2539698093,0
1138316732811042816,1,1345875110,0,1,1,1,1,56411751,1
1138316774770991106,0,3159358196,0,0,0,0,0,281947666,0
1138316908955078656,1,512634867,0,0,0,0,0,401675447,1
1138316934158606338,1,1086876511393636352,0,0,0,0,0,1087114489231593600,0
1138317001267515392,0,3347117091,0,0,0,0,0,905627850467880960,0
1138317059983577088,0,22104250,0,0,0,0,0,4798530673,0
1138317068351221761,1,2837650293,0,0,0,0,0,1102403052810592384,0
1138317492000919552,1,788401873308950528,0,0,0,0,1,1082976953374789632,0
1138317538109120512,0,729796324535599104,0,0,0,0,0,730943639971594240,0
1138317550683643910,1,1353428226,0,1,1,0,0,386188731,1
1138317613610614784,1,978452068158467968,0,0,0,1,0,53217846,0
1138317856897060865,1,1103670540579946368,0,0,0,0,0,3788007432,0
1138318062418124801,0,3307403922,0,0,0,0,0,990164107,0
1138318142097317890,0,484021460,0,0,0,0,0,831582709722054656,0
1138318158891298816,1,40388753,0,0,0,0,0,230317920,0
1138318167271493632,1,252768330,0,0,0,1,0,1976701848,1
1138318205011857408,1,147104033,0,0,0,0,0,1045859829829554176,0
1138318205028618240,1,1891353037,0,0,0,0,0,780452214108221440,0
1138318397962412032,0,1267328606,0,0,0,0,0,715133560894709760,0
1138318481831747585,1,2352833865,0,0,0,0,0,39350514,0
1138318540539195392,1,37456548,0,1,1,1,0,93681236,0
1138318599284674561,1,493940139,0,0,0,0,0,165039788,0
1138318607652405248,1,311066173,0,0,0,1,0,118612046,0
1138318695749640197,1,769637428072243200,0,0,1,0,0,1575222482,1
1138318867703296000,1,15350164,0,0,1,0,0,15772453,1
1138318876117295104,1,920496042189185024,0,0,0,0,0,299980747,0
1138319081629556736,1,945776235069652992,0,0,0,0,0,22216606,0
1138319127775285249,1,1079595433943457792,0,0,0,1,1,550640933,0
1138319152924569600,1,3016348875,0,0,0,0,0,26326411,0
1138319182297067520,0,1733737538,0,0,0,0,0,1059375168,1
1138319211665616896,1,3129504523,0,0,0,0,0,880148226774515712,0
1138319282956308480,1,201147774,0,0,0,1,0,1433773339,0
1138319350048313344,1,1013435304,0,0,0,1,0,2374683740,0
1138319605909381120,0,585372692,0,0,0,1,0,295596586,0
1138319668840501248,0,27448266,0,0,0,0,0,16343974,1
1138319677208371200,0,2540446034,0,0,0,0,0,2588754570,0
1138319693985353729,1,1146584965,0,0,0,0,1,3290336146,0
1138319798834728965,1,942257758593781760,0,1,1,0,0,44196397,1
1138319928874938368,1,731222203719634944,0,1,1,0,0,22178780,1
1138320004359774209,1,1115296605559595008,0,0,0,1,0,1023056563572015232,0
1138320243447803904,1,700431150502641664,0,0,0,1,0,896835632772694016,0
1138320276998017024,1,872229186240471040,0,0,0,1,0,2156278138,1
1138320306366550017,1,270059701,0,0,0,0,0,100136358,1
1138320352508022785,1,260631408,0,0,0,0,0,850791008518291456,0
1138320591587545089,1,457219943,0,0,0,0,0,700168264714850304,0
1138320696424030208,1,360866180,0,0,0,0,0,180266993,0
1138321258452381696,1,813548161893470208,0,0,0,1,0,886318202984189952,0
1138321497536258048,1,776662135946547200,0,0,0,0,0,621813996,0
1138321728214454273,1,3054504922,0,0,0,0,0,979786260,0
1138321732413075457,1,1039652087011991552,0,1,0,1,1,349285221,0
1138321774356025344,0,29157756,0,0,0,0,0,103449991,0
1138321883403870209,1,2361841151,0,0,0,0,0,1525607599,0
1138322072159920128,1,1057186863914467200,0,0,0,0,0,2506900405,1
1138322101532672000,1,857197791495544832,0,0,0,0,0,7758132,0
1138322114103001088,1,3309315066,0,0,0,0,1,878308001555329024,0
1138322269292437504,1,3012989495,0,0,0,0,0,1075153880617545600,1
1138322386728685570,0,2561861665,0,0,0,0,0,883865336331866112,0
1138322441279803392,0,1588114429,0,0,0,0,0,929037936267550848,0
1138322449659916288,1,389940341,0,0,0,0,0,1092974230088511616,1
1138322487400435712,1,1441818842,0,0,1,0,0,1124910850727383040,0
1138322978121191424,1,20236537,0,0,0,0,0,235714848,1
1138323041060921344,1,3304570842,0,0,0,0,0,604155786,1
1138323154294718464,1,1053730250809581568,0,0,0,1,0,1036730432488972416,0
1138323208833306624,1,3051207768,0,0,1,0,0,1007506423,1
1138323271735291904,1,739630548688080896,0,0,0,0,0,726632331100852224,0
1138323330451292160,1,39122559,0,0,0,0,0,18643769,1
1138323544365043712,1,1079214111588675584,0,0,1,1,0,90552683,1
1138323926038339585,0,978478142997319552,0,0,0,0,0,44060541,0
1138324009924419584,1,773993962373844992,0,1,1,0,0,15161980,0
1138324022511280128,1,1683658669,0,0,1,0,0,17494010,1
1138324265793515521,1,163578839,0,0,0,0,0,18427283,1
1138324324522369031,1,39855013,0,0,0,1,0,19725981,1
1138324542596833280,1,3106165821,0,0,0,1,0,2514890160,0
1138324735551426562,1,869026351,0,0,0,0,0,1116082260464193536,0
1138325175940931585,1,3363654633,0,0,0,1,0,114684274,1
1138325272430809089,0,18576074,0,0,0,1,0,48515272,0
1138325305959968768,1,3252668700,0,0,0,0,0,3023251819,0
1138325503092281344,1,32317135,0,0,0,1,0,17507250,1
1138326081910427648,1,2604259909,0,0,0,0,0,41634520,1
1138326102881869825,0,787549353942495232,0,0,0,0,0,2200647943,0
1138326350371139584,1,120473649,1,0,0,0,0,24601475,0
1138326379718762496,1,2873124187,0,0,0,0,0,2557199750,1
1138326480365215744,0,870461308944044032,0,0,0,0,0,951310360652406784,0
1138326887225122816,1,912322416038301568,0,0,1,0,0,18584875,1
1138327059204255744,1,1497701520,0,0,0,0,0,863317525,1
1138327294089367552,1,719665629997961216,0,0,0,0,0,911993390174228352,0
1138327700903485440,1,391904363,0,0,0,1,0,2686078770,0
1138327877097795584,0,822256002,0,0,0,1,0,2293215307,0
1138327927412543489,0,3610978337,0,0,0,0,0,1489600807,0
1138328028076023808,0,123006062,0,0,0,0,0,4531261573,0
1138328036477214725,0,415191700,0,0,0,0,0,35796902,0
1138328317495533568,0,209014502,0,0,0,0,0,1607352380,1
1138328338458587138,1,2165505742,0,0,0,1,0,1478274474,0
1138328694949158912,0,1253341028,0,0,0,0,0,771913682,1
1138328950814457858,0,2806437800,1,0,0,1,0,926641747785957376,0
1138328963418337280,1,966264376024956800,0,0,0,0,0,759251,1
1138328975984406534,1,822076900801712128,0,1,0,1,0,2783176202,1
1138329173099974656,0,976166231941308416,0,0,0,0,0,972718656781041664,0
1138329244419985408,1,926122870182465536,0,0,0,0,0,1050745598163472384,1
1138329361847730177,1,213377236,0,0,0,0,0,3068993240,0
1138329370257268737,0,1918692872,0,0,0,0,0,871955070325272576,0
1138329496090750976,1,760953666,0,0,1,0,1,1084155261844180992,0
1138329525438337024,1,138630877,0,0,1,1,0,890891,1
1138329525438341120,1,19444217,0,0,0,1,0,11348282,1
1138329894532702209,1,818162497265930240,0,0,1,1,0,292929271,1
1138330091656663040,0,729018490032631808,0,0,0,1,0,2248008240,0
1138330141984268289,1,1480608428,0,0,0,1,0,3900323835,0
1138330162976776192,1,591351828,0,0,0,0,0,15466282,0
1138330267813326848,1,854065044677693440,0,0,0,0,0,2986755947,0
1138330431424741376,1,959596177120481152,0,0,0,0,0,2721227339,1
1138330469156696065,1,1425762283,0,0,0,0,0,3038245604,0
1138330473367781376,1,1085008048681296000,0,0,0,0,0,85352912,1
1138330829875113985,1,2233557624,0,0,0,1,1,1103441684199890944,0
1138331098306363392,1,3160627676,0,0,0,0,0,2829225722,1
1138331152811474944,1,95318361,0,0,0,1,0,1198020224,1
1138331190564253696,1,110661369,0,0,1,0,0,267944170,1
1138331266087084032,1,916514175370841984,0,0,0,0,0,2273515212,0
1138331274462892032,1,4157360233,0,1,1,0,0,753201774895300608,0
1138331358357360641,0,2646726066,0,0,0,0,0,1073606867841110016,0
1138331924567613440,1,1089629457948819584,0,0,0,0,0,768487406425210880,0
1138332104947851265,0,709542621085978624,0,0,0,0,0,1093977389988802560,1
1138332125894193158,1,1041087643960926208,0,0,0,0,0,1034595451960418432,0
1138332868310999046,1,21041379,0,1,1,0,0,917577254221336576,1
1138332885084061696,0,575825134,0,0,0,1,0,899873848488624128,0
1138333082191302657,1,266726020,0,0,1,0,0,360613373,0
1138333174486970368,0,285192403,0,0,0,0,0,2901063922,0
1138333195454148609,1,1013720858139873152,0,0,0,1,0,39308549,1
1138333438744727553,0,2918643864,0,0,0,0,0,70817802,0
1138333480683737093,1,3126785278,0,1,1,1,1,568563158,1
1138333522618454016,1,76788276,0,0,0,0,0,910846296210251776,0
1138333950420639745,0,4861819409,0,0,0,1,0,4130261603,1
1138333996583047168,1,4498676897,0,0,0,0,0,1069655100010913792,1
1138334063666827265,1,35944720,0,0,0,1,0,24828894,0
1138334327928971265,1,544489504,0,0,0,1,0,268414482,1
1138334504077053952,0,1083320372437504000,0,0,0,1,0,1371551748,0
1138334592161714176,1,66390509,0,0,0,0,0,30987834,0
1138334592161787905,0,1119464753318043648,0,0,0,1,0,402957663,1
1138334650865258497,1,434531993,0,0,0,0,0,354029051,1
1138334709589716992,0,950963191,0,0,0,0,0,159667645,1
1138334856381960192,1,80084414,0,0,0,1,1,521751506,0
1138334910941241344,1,79544681,0,0,0,1,0,2275076180,1
1138334982215151617,0,2913047712,0,0,0,0,0,49328930,0
1138335108065300482,1,96581869,0,0,1,1,0,3165389241,0
1138335485560930304,1,996795232183173248,0,0,0,0,0,3851797273,0
1138336244709167105,0,752512210702860288,0,0,0,1,0,343460836,0
1138336336992190465,0,461001932,0,0,0,0,0,25073877,1
1138336454420119562,0,4603724007,0,0,0,0,0,914603271876218752,0
1138336508946124800,1,17287323,0,0,0,1,0,30681549,0
1138336873850515457,1,260337555,0,0,0,1,0,41509142,1
1138336890640248833,1,732291218,0,0,0,0,0,2995472125,0
1138336907425910784,0,521202310,0,0,0,0,0,10228272,1
1138337175865614336,0,308356571,0,0,0,0,0,557289742,1
1138337318442549249,1,708926505871495168,0,0,0,0,0,3765237672,0
1138337440077295616,1,1342915790,0,0,0,0,0,390058087,0
1138337482049802240,1,625115526,0,0,0,0,0,1266097002,0
1138337662388117505,1,832449703073738752,0,0,0,0,0,3821027293,0
1138337687549730817,1,25398117,0,0,0,0,0,932505164795309952,0
1138337750476677120,0,286538723,0,0,0,0,0,220061491,0
1138337758840332288,1,781233531016151040,0,0,0,1,0,520200179,1
1138337884669267969,1,775945869577195520,0,1,1,1,0,58579942,1
1138337968572252160,1,937239978077294592,0,0,0,0,0,900087934245851136,1
1138337968593276928,1,364386693,0,1,1,1,0,753653490484973568,1
1138338060846977024,1,392435033,0,0,0,0,0,1100617973751074816,0
1138338140526133249,1,548888025,0,0,0,0,0,257186252,0
1138338182498414592,1,1052297366101942400,0,0,0,0,0,744737813409587200,0
1138338237028720640,1,129196397,0,0,0,1,0,722118542,0
1138338442536837121,0,1237475354,0,0,0,0,0,171387397,0
1138338555791437824,1,1013041567345488000,0,0,1,0,0,1106316555904786432,1
1138338631263936518,1,822184286761742336,0,0,0,1,0,630266895,0
1138339000358506497,1,1665572215,0,0,0,1,0,466670081,1
1138339075860025344,1,947232090034093952,0,0,0,0,0,1087778629138952192,1
1138339113633894402,1,2722785907,0,0,0,0,1,945414402211278848,0
1138339415598804992,1,839477479932846080,0,0,0,0,0,147589521,1
1138339595970588672,0,369953108,0,0,0,1,0,350994037,0
1138339784705945600,1,305447068,0,0,1,1,0,1963376288,0
1138339835020791808,1,1035122785918623616,0,0,0,1,0,69008563,1
1138339910522245121,1,1066995197379104768,0,0,0,0,0,265574469,0
1138340011206533120,1,997899509802954752,0,0,0,0,0,1043949331563261952,0
1138340170594471937,0,965282613509410816,0,0,0,0,0,1045979859175055360,0
1138340204157243393,1,892400354767273984,0,0,0,0,0,749108799647080448,0
1138340472554790912,0,1001753037004722176,0,0,0,0,0,979392951468966016,1
1138340535473565696,1,1013473079350030336,0,0,0,0,0,1054512216261586944,1
1138340686468718597,1,1059620201254273024,0,0,0,0,0,2765267240,1
1138341219157925888,0,1379209638,0,0,0,1,0,18927441,1
1138341395327070208,0,2896109674,0,0,0,0,0,1027559318198079616,0
1138341483394740227,1,4706392753,0,0,0,0,0,172797256,0
1138341516936654848,0,489682607,0,0,0,0,0,396824068,0
1138341856683601921,1,2586253658,0,0,0,0,1,419685112,0
1138342020257275904,1,1144225236,0,1,0,0,0,24491044,1
1138342125144289283,0,856374676389539840,0,0,0,1,0,4113898515,0
1138342133532770304,1,1089202288420257792,0,0,0,0,0,706272593360228352,0
1138342364190269440,1,360458061,0,0,1,1,1,941799895349915648,0
1138342380967358464,0,2264032128,0,0,0,0,0,1056375196586663936,0
1138342410323472385,0,4690677661,0,0,0,0,0,4429003533,0
1138342620042735616,1,3340568554,0,0,1,0,0,25073877,1
1138342720722751488,1,210820339,0,0,1,0,0,11447852,1
1138342817204506624,1,107282928,0,0,0,0,0,3478484602,0
1138342833977303040,1,487007909,0,0,0,0,0,15234657,1
1138342947206893568,1,2326478911,0,0,0,0,0,805332960,0
1138343060465737729,1,988307969090707584,0,0,0,0,0,15440358,0
1138343127562039296,1,885614436463108096,0,0,0,0,0,716741459219582976,0
1138343467321516033,0,88198372,0,0,0,0,0,238136869,0
1138343475676450816,0,122711117,0,0,0,1,0,1056019604,0
1138343517636452358,1,741840160564871168,0,0,0,0,0,611984140,1
1138343622502469632,1,884857204876226560,0,0,0,0,1,819834210856947712,1
1138343760918720512,1,1053841675,0,1,1,1,0,3323243174,0
1138343991597027328,1,998960183274561536,0,0,1,1,0,74286565,1
1138344100653146112,1,46378013,0,0,0,0,0,190578909,0
1138344532666400768,0,402919413,1,0,0,0,0,1052521949874642944,0
1138344658487005185,1,843626405254647808,0,0,0,0,0,951109063005409152,1
1138344708806250496,1,1131671278480437248,0,0,0,1,0,791787262992343040,0
1138344994035699712,1,22193600,0,0,0,0,0,552567445,0
1138345023404068864,1,1083464108572196864,0,0,0,0,0,887896088505532416,0
1138345115678904320,1,236635146,0,1,1,0,1,3432128962,0
1138345270863941632,1,832600692871266304,0,0,0,0,0,749924847753555968,1
1138345358927392768,0,1392595261,0,0,0,0,0,762413550912450560,0
1138345396676304896,0,1077081432252735616,0,0,0,0,0,1133893195094528000,1
1138345539312005120,1,2908167825,0,0,1,1,0,61569136,1
1138345568655282176,1,585948183,1,0,0,1,0,294534193,0
1138345732224630785,0,51424299,0,0,0,0,0,10228272,1
1138345749001908224,1,1289640306,0,1,1,0,0,827956196,0
1138345799320924160,1,1084727422962941952,0,1,1,1,1,1057108492014637056,0
1138346218780839937,1,989699573550546944,0,1,1,0,0,2316348948,1
1138346394912198656,1,443500416,0,0,0,0,0,2959904230,0
1138346453670215680,0,86784735,0,0,0,0,0,161360285,0
1138347074406223872,1,1681155067,0,1,1,0,0,98944187,1
1138347221227790337,1,3073658060,0,0,0,1,0,2437936686,0
1138347384767782912,0,4700797363,0,0,0,0,0,1105870217291403264,0
1138347388974895105,1,580444302,0,0,1,0,0,1065469815119331200,0
1138347498018201601,1,938616986703036416,0,0,0,0,0,783214,1
1138348131379056641,1,1020551685762998400,0,0,0,0,0,817974329518407680,0
1138348496266944512,1,3293874747,0,1,1,0,1,1013041567345488000,0
1138348525639520256,1,857594312,0,1,1,0,0,74756085,1
1138348647257690117,1,784910619455533056,0,0,0,1,0,2429843514,0
1138348676651331585,0,1093313602096910336,0,0,0,0,0,2858773078,0
1138348970227523584,1,1021021951723229184,0,0,0,1,0,865735568814034944,1
1138349498709815302,1,1133375711748775936,0,0,1,0,1,3190492830,1
1138349578401525760,1,1082175078140391424,0,0,0,0,0,1192156512,1
1138349708429221888,1,964485534,0,0,0,0,0,219337128,1
1138349809100832770,1,897857467115241472,0,0,0,1,0,1309718706,0
1138349821670985728,1,2801729758,0,0,0,1,0,2933369667,0
1138349834245681155,0,983504241582051200,0,0,0,1,0,1090620379515764736,1
1138349838465142785,1,1019950786267308032,0,0,0,0,1,1002542890596360192,0
1138349851031232512,0,3772420758,0,0,0,1,0,712083781495054336,0
1138350383733104640,0,1898357820,0,0,0,0,0,3459116194,0
1138350631192793088,1,962400236185571200,0,0,0,0,0,1069714093513179136,1
1138351121922187264,1,818319814997540864,0,0,0,0,0,3045529980,1
1138351335802396672,1,902539030486712448,0,0,1,1,0,2397132581,0
1138351394560270337,1,812963199821680640,0,0,0,1,0,3100257690,1
1138351604275470336,1,1126583268,0,1,1,0,0,3168124488,0
1138351772018176000,1,699466478379139072,0,0,0,0,0,1500144350,0
1138351855908655104,1,1116597529234198400,0,0,0,0,0,1071070934612742016,0
1138352057235267585,1,346533164,0,0,0,0,1,330883975,0
1138352300500480000,1,367261122,0,0,0,1,0,3276958638,0
1138352476686626816,1,1110638152165805952,0,0,0,0,0,1099613584940851200,0
1138352535385677824,0,377264079,0,0,0,0,0,4755160714,1
1138352711538225152,0,70548171,0,0,0,0,0,930818521168310400,0
1138352749303795712,1,3781593557,0,0,0,0,0,2919757379,0
1138352824813838336,0,1053023400472535040,0,0,0,1,0,983760230436794368,0
1138352828986974208,1,3911220013,0,0,0,0,0,3186895364,0
1138353227441639424,1,96707111,0,0,0,0,0,162753286,0
1138353487517966336,0,1856292230,0,0,0,0,0,1449950676,0
1138353525233278976,1,1733940722,0,0,0,1,0,2539859010,0
1138353617507762177,0,3433662041,0,0,0,0,0,1139065135,1
1138353672059052037,1,2751125491,0,0,0,0,0,2751276586,0
1138353781102579712,1,234586395,0,0,0,0,0,848469177899917312,0
1138354007595003904,1,2829001917,0,0,0,0,0,1063247163239616384,0
1138354011789283329,0,941789716432683008,0,0,0,1,0,1093977389988802560,1
1138354074720407552,1,1082362776,0,0,0,0,0,16464855,1
1138354087290953728,1,3118412288,0,0,0,0,0,1113327554708930560,0
1138354221487710208,1,824246697379463168,0,0,0,1,0,993857388192124800,0
1138354515122348036,0,925275198739193984,0,0,0,0,0,589275148,0
1138354573809246211,1,114018526,0,0,0,0,1,414923660,0
1138354607367839745,1,3367247986,0,0,0,0,0,20675681,1
1138354796115779585,1,183792472,0,0,0,1,0,571033952,0
1138354867414679554,1,2905721463,0,1,1,0,0,11134252,1
1138355005826711553,1,1030052249089835008,0,0,0,1,0,3619167734,0
1138355127453138944,1,901547960235954176,0,0,0,0,0,3043165496,0
1138355127457202176,0,1945501484,0,0,0,1,0,715695328335257600,0
1138355286845087744,1,301060220,0,0,0,0,0,1565607746,0
1138355446241210368,1,1134630614710329216,0,0,0,1,0,1125060109493780352,0
1138355664328089600,1,4195558454,0,0,0,1,0,513576970,1
1138355895035924480,1,335076529,0,0,0,0,0,962394038,1
1138355983099486208,1,1692821461,0,1,1,1,0,15772453,1
1138356159289667584,1,2369129251,0,0,0,0,0,3045529980,1
1138356192844099584,1,3251006756,0,0,0,1,0,794770629329387520,0
1138356264134729730,1,790185233236779008,0,0,0,0,0,2349536690,1
1138356410943705088,1,825562607981625344,0,0,0,0,0,4876019385,1
1138356507387543553,1,36449064,0,1,1,0,0,2960808975,0
1138356566099447809,1,145484409,0,0,0,0,0,512236354,0
1138356805174726657,1,1003533892496830464,0,0,0,0,0,98944187,1
1138357065259343872,1,224808536,0,0,0,1,0,358786032,1
1138357136533049344,1,1094581099823427584,0,0,0,0,0,93341477,1
1138357274970402816,1,148471645,0,0,0,0,0,1033548194955894784,0
1138357467891589120,0,278608595,0,0,0,1,0,543645324,0
1138357614675283969,1,1067152838,0,1,1,0,0,756988954755395584,1
1138357790861418497,1,962738704702943232,1,0,0,0,0,225462824,0
1138358042507001856,1,54830315,0,1,0,1,0,927633479365513216,0
1138358197721260033,0,64960047,0,0,0,0,0,1029393334677250048,1
1138358591965057025,1,260778734,0,0,0,0,0,231528500,0
1138358701000052736,0,54350401,0,0,0,0,0,156131003,0
1138359296624713729,1,2798495769,0,0,0,0,0,860644537143771136,1
1138359305004937216,0,865877893590663168,0,0,0,1,0,69267651,0
1138359355340984321,0,3059005619,0,0,0,1,0,3269184788,1
1138359430817337346,1,1068004940096794624,0,0,0,0,0,1017709102695403648,0
1138359611176734725,1,406223784,0,0,0,0,0,21765319,1
1138359707658334209,1,36393410,0,1,1,0,0,44318622,0
1138359795742720000,1,131449006,0,0,1,1,0,1085077084429401984,1
1138359917369335808,1,235193636,0,0,0,0,0,191816211,0
1138360001251221505,1,894133565318975488,0,0,1,0,0,14293310,1
1138360336816336896,1,984557793930690560,0,0,0,0,0,375721095,1
1138360525560078336,1,2949981054,0,0,1,0,0,173857112,1
1138360718468689920,0,1105485145,0,0,0,0,0,614953909,0
1138360861066575873,1,792686642,0,0,0,0,0,1535857766,0
1138360923998031878,1,4846549097,0,0,0,0,0,1105205847909638016,0
1138361687365435392,1,1449950676,0,0,0,1,0,3192665413,0
1138362056464191489,1,959432186075127808,0,0,0,1,0,4429531393,1
1138362157131845632,1,150777984,0,0,0,0,0,137482885,0
1138362392021274630,1,280834118,0,0,0,0,0,4634650579,1
1138362610116464640,1,2166449348,0,0,0,1,0,3027676523,1
1138362681423876096,0,570249483,0,0,0,0,0,35657638,0
1138362870146785280,1,50137045,0,1,1,1,0,70468535,1
1138363314759618560,1,792336669374488576,0,0,0,0,0,1027531828985397248,0
1138363348309856256,1,287952965,0,0,0,0,0,2436610598,0
1138363448956350464,1,536979380,0,0,0,0,0,440575518,0
1138364015208325120,0,703837689913540608,0,0,0,0,0,2788945365,1
1138364287846457344,1,795945517721284608,0,0,0,0,0,4747145917,0
1138364354930315264,1,213578809,0,0,0,0,0,46554743,0
1138364484962181120,1,292567844,0,0,0,0,0,151587444,0
1138364552092028928,1,2749979732,0,1,1,0,0,221786003,0
1138364573038272512,0,14063776,0,0,0,0,0,162337124,0
1138364837287858176,1,892569776110915584,0,0,1,1,0,275276082,1
1138364971484626950,1,1079442038238728192,0,0,0,0,0,1002982200135049216,0
1138364988295434240,1,2569620086,0,0,0,1,0,46073217,1
1138365072168947712,1,700249634,0,0,1,0,0,38035842,0
1138365206390824961,0,224957223,0,0,0,0,0,2936714848,1
1138365839726399488,1,1135783171306545152,0,0,0,0,0,3418256273,0
1138365877479464960,1,815739156458602496,0,0,0,0,0,2153878517,0
1138366062037282817,0,997563944108781568,0,0,0,1,0,1049377130990190592,0
1138366154303528960,1,153051268,0,0,0,1,0,874106117886005248,1
1138366636640100353,1,105927573,0,0,0,1,0,1067003156838662016,1
1138367366457434112,0,1047968057606455168,0,0,0,0,0,1104139216605401216,0
1138368171747041280,1,804383764738674688,0,0,1,0,0,278124059,1
1138368251442933760,1,23754099,0,1,1,0,0,42518447,0
1138368461170757637,1,363291428,0,0,0,0,0,1296237469,0
1138368909944512512,1,1058280172871471232,0,1,1,1,1,117801591,0
1138369115465191424,1,987186862857973760,0,0,0,0,0,774925236928000000,0
1138369132251029511,0,107484808,0,0,0,0,0,391092102,0
1138369547499704321,1,1681328155,0,0,0,0,0,2763856785,0
1138369639765880832,0,773044494124003328,0,0,0,0,0,1698298578,0
1138370591873015809,0,814192041857056768,0,0,0,0,0,195271137,1
1138370734470848512,1,448650256,0,0,0,1,0,533749512,0
1138370747049566208,1,1446367171,0,0,0,0,0,3871299732,0
1138370751273111552,1,1003909176706285568,0,1,1,0,0,212266188,1
1138370902243139584,1,963529611098361984,0,0,0,0,0,985840610417360768,0
1138370923214430209,0,234065233,0,0,0,0,0,87363350,0
1138371510412800002,1,27217741,0,0,0,1,0,38647512,1
1138371669804892166,1,195300114,0,0,0,0,0,165553755,0
1138372106012581888,1,26409152,0,0,0,0,0,3247420262,1
1138372198278803456,1,1027840905603166208,0,0,0,0,0,990191429166272384,1
1138372236023406592,0,998583078296674432,0,0,0,0,0,792877416519725056,0
1138372248639803394,1,718177088641961984,0,0,0,0,1,2811548541,0
1138372781312110592,1,31097597,0,0,0,1,0,15808647,1
1138373104265289728,1,3038323589,0,0,0,1,0,827640913103089664,0
1138373402052431872,1,3010309715,0,0,0,0,0,521723924,0
1138373578229997569,1,3262195234,0,0,0,0,0,973924910253953024,1
1138374106682929153,0,794118109753999360,0,0,0,0,0,4660585155,1
1138374148634415104,1,2433361459,0,0,0,0,0,295357045,1
1138374165403013120,1,962743071581528064,0,0,0,0,0,2463562938,1
1138374312233226240,0,234600655,0,0,0,1,0,2944245706,0
1138374517720592385,1,3187410527,0,0,0,1,0,918507284262801408,0
1138374886840184833,1,1023618164117057536,0,0,0,0,0,2275860264,0
1138374886848696320,0,1108741399900381184,0,0,0,0,0,87818409,1
1138375096547102720,1,2189484656,0,0,0,0,0,2536635320,0
1138375666959814656,1,42093284,0,0,0,1,0,902567978,1
1138375671166656512,1,1574564227,0,0,0,0,0,2600071603,0
1138375679555317765,0,863349346238124032,0,0,0,0,0,1195009518,1
1138375717320683521,1,1030792998542401536,0,0,0,0,0,26642006,1
1138375776036896768,1,1483098277,0,1,1,0,1,1104035679217033216,0
