tweet_id,FKRA,FRE,achieve,adverb,affect,aggr_auth_messages,aggr_follow_up_users,aggr_messages,anger,anx,article,assent,auth_followers,auth_friends,auth_verified,author_message_count,auxverb,bi_overlap,bio,body,cause,certain,cogmech,comp,conj,cross_entropy,death,discrep,down_mentions,downward_overlap,excl,family,feel,filler,follow_up_messages,follow_up_users,friend,funct,future,health,hear,home,humans,i,in_overlap,incl,ingest,inhib,insight,ipron,leisure,max_auth_favorites,max_auth_replies,max_auth_rts,message_count,money,motion,mutual_mentions,mutual_mentions_repeats,neg,negate,negemo,neu,new_words_ratio,nonfl,num_chars,num_unique_terms,num_words,number,out_overlap,past,percept,pos,posemo,ppron,preps,present,pronoun,quant,relativ,relig,sad,see,sexual,shehe,social,space,swear,targ_followers,targ_friends,targ_verified,target_message_count,tentat,they,thread_length,time,timeline_sim,up_mentions,upward_overlap,verb,we,work,you
1138312727267545088,6.7,70.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2116.0,1775.0,False,304.0,2.0,0.001536222509702458,1.0,1.0,0.0,0.0,1.0,0.4019,0.0,8.850272152355235,0.0,0.0,0.0,0.0007031359864997891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0140625,0.04292168674698795,0.187,0.0,0.0,0.481,0.0,0.0,71.0,13.0,13.0,0.0,0.0028123149792776787,0.0,1.0,0.332,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3332675.0,7092.0,True,2433.0,1.0,0.0,0.0,0.0,0.42334924960511294,0.0,0.0,3.0,0.0,0.0,0.0
1138312748205596672,-2.6,119.19,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1315.0,922.0,False,2016.0,0.0,0.06026268349214525,1.0,0.0,0.0,0.0,0.0,-0.5423,0.0,3.367008569353512,0.0,0.0,23.0,0.08715986394557823,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05717339032861341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.11016949152542373,0.4415151515151515,0.636,0.0,1.0,0.364,0.0,0.0,14.0,3.0,3.0,0.0,0.10690537084398977,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2641.0,1241.0,False,2652.0,0.0,1.0,0.2063888888888889,0.0,0.8483678942118512,2.0,0.06039869086581375,1.0,0.0,0.0,0.0
1138312890832654336,2.3,92.97,0.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,39.0,41.0,False,57.0,3.0,0.05,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.437129587326733,0.0,1.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,12.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.06382978723404255,0.3043478260869565,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,49.0,8.0,8.0,0.0,0.05128205128205128,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,34.0,41.0,False,166.0,0.0,0.0,0.8975,0.0,0.21799182782616594,1.0,0.0273972602739726,3.0,0.0,0.0,1.0
1138312991508553728,7.6,76.56,0.0,0.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,1021.0,144.0,False,2974.0,3.0,0.0005714285714285715,2.0,0.0,1.0,0.0,3.0,-0.8683,1.0,7.257188630103585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.004076086956521739,0.014410314751611681,0.476,1.0,3.0,0.4370000000000001,0.16666666666666666,0.0,103.0,18.0,20.0,0.0,0.003246753246753247,1.0,0.0,0.087,0.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,567.0,165.0,False,2936.0,0.0,0.0,0.07222222222222223,0.0,0.3721827128081152,0.0,0.0,5.0,0.0,0.0,1.0
1138313016670339077,0.7,97.03,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32544.0,3119.0,False,1873.0,0.0,0.01391130581815387,1.0,1.0,0.0,0.0,0.0,-0.5423,0.0,4.942837653533378,0.0,0.0,7.0,0.00019577133907595928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009591115598182737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06881243063263041,0.25490478938257355,0.5379999999999999,0.0,0.0,0.462,0.0,0.0,23.0,4.0,4.0,0.0,0.024444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,62701.0,109.0,False,859.0,0.0,0.0,0.0,0.0,0.15211475550907558,13.0,0.0023459686381034697,0.0,0.0,0.0,0.0
1138313264134262784,4.0,78.88,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1364.0,504.0,False,219.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.6997,0.0,8.665782073618361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.013824884792626729,0.02422145328719723,0.0,0.0,1.0,0.408,0.25,0.0,34.0,7.0,7.0,0.0,0.0,1.0,0.0,0.5920000000000001,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,291.0,410.0,False,77.0,0.0,0.0,42.90583333333333,0.0,0.34477565797206344,0.0,0.0,2.0,0.0,0.0,0.0
1138313322825170945,9.1,56.25,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,57.0,229.0,False,844.0,1.0,0.030690537084398974,2.0,0.0,0.0,0.0,0.0,0.1891,0.0,7.466108281693022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.026041666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04801670146137787,0.17560553633217993,0.16899999999999998,0.0,2.0,0.578,0.3,1.0,88.0,15.0,15.0,0.0,0.021352313167259787,1.0,0.0,0.253,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,140.0,58.0,False,2326.0,0.0,0.0,4.9158333333333335,1.0,0.7591344122700882,0.0,0.01933701657458564,2.0,0.0,0.0,0.0
1138313360573755392,2.2,102.53,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,543.0,524.0,False,2992.0,3.0,0.11347517730496455,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0398629264033445,0.0,0.0,17.0,0.11377245508982035,0.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14149305555555555,1.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.13679245283018868,0.6250787649653434,0.0,0.0,0.0,1.0,0.0,0.0,58.0,11.0,13.0,0.0,0.12976313079299692,0.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,772.0,573.0,False,2080.0,0.0,0.0,0.8241666666666667,1.0,0.7438416922094323,16.0,0.14084507042253522,3.0,0.0,1.0,1.0
1138313553545441280,5.4,84.84,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,608.0,186.0,False,2687.0,0.0,0.027027027027027032,1.0,0.0,0.0,1.0,4.0,-0.5423,1.0,7.308501215465824,0.0,1.0,60.0,0.010802469135802469,2.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027472527472527472,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.06008010680907878,0.425131926121372,0.189,0.0,1.0,0.8109999999999999,0.0,0.0,84.0,15.0,16.0,0.0,0.02192982456140351,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,140.0,47.0,False,1228.0,1.0,0.0,0.08194444444444443,1.0,0.7415400074939402,359.0,0.01875,1.0,0.0,0.0,2.0
1138313557722816512,0.5,102.05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,15195.0,11802.0,False,2548.0,1.0,0.017994211652195797,1.0,0.0,0.0,0.0,0.0,-0.5423,0.0,5.4313140114728,0.0,0.0,1.0,0.01835405565423328,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018067430230682368,0.0,0.0,0.0,0.0,2.0,0.0,39.0,0.0,2.0,4.0,0.0,0.0,0.0014450867052023119,0.006546644844517185,0.412,0.0,1.0,0.588,0.0,0.0,34.0,6.0,6.0,0.0,0.01714961561206387,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1311.0,1880.0,False,124.0,0.0,0.0,10.148055555555556,0.0,0.6093441570855667,0.0,0.017082997582594683,2.0,0.0,0.0,0.0
1138313733887934464,1.6,103.38,0.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,611.0,418.0,False,619.0,1.0,0.021447721179624662,1.0,1.0,0.0,0.0,1.0,-0.8402,1.0,5.712185467802082,0.0,0.0,21.0,0.023696682464454968,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.01807802093244529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0311804008908686,0.11821790913101014,0.562,1.0,1.0,0.438,0.2,0.0,48.0,11.0,11.0,0.0,0.030721966205837174,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,458.0,253.0,False,2821.0,0.0,1.0,0.04083333333333333,1.0,0.7831904719631184,7.0,0.0209545983701979,2.0,0.0,1.0,0.0
1138313901647519744,-1.8,117.16,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,527.0,623.0,False,1039.0,1.0,0.032525510204081634,2.0,2.0,0.0,0.0,0.0,-0.6124,0.0,4.575793444151032,0.0,0.0,11.0,0.0014492753623188404,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065252854812398045,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.041666666666666664,0.235575009948269,0.625,0.0,1.0,0.375,0.3333333333333333,0.0,23.0,5.0,5.0,0.0,0.033566433566433566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,855.0,False,862.0,0.0,0.0,0.15416666666666667,0.0,0.5913346454141513,6.0,0.0056417489421720715,1.0,0.0,0.0,0.0
1138313989736341508,6.4,85.02,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,12.0,79.0,False,415.0,4.0,0.001568873548791967,2.0,1.0,2.0,2.0,6.0,-0.8074,3.0,6.482354164626782,0.0,0.0,1.0,0.0011961722488038275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011307953260459858,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.011363636363636364,0.06593137254901961,0.328,0.0,2.0,0.672,0.2222222222222222,0.0,100.0,14.0,20.0,0.0,0.001726121979286536,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2642.0,1661.0,False,2405.0,0.0,2.0,6.6575,0.0,0.6571995809903632,0.0,0.0011029411764705882,5.0,0.0,0.0,0.0
1138314111366733824,7.8,71.06,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,140.0,1471.0,False,2623.0,0.0,0.011925411968777104,2.0,1.0,0.0,0.0,0.0,-0.6997,1.0,8.559826503514262,0.0,0.0,30.0,0.016483516483516484,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00439146800501882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.035897435897435895,0.19402741514360314,0.279,1.0,2.0,0.721,0.5555555555555556,0.0,96.0,18.0,18.0,0.0,0.021621621621621626,0.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,3062.0,230.0,False,2780.0,0.0,0.0,0.06916666666666668,1.0,0.7607509639937001,27.0,0.007557234941098022,0.0,0.0,0.0,1.0
1138314195252916224,4.0,78.88,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,195.0,123.0,False,2854.0,0.0,0.002763703362505757,0.0,0.0,0.0,0.0,0.0,-0.636,0.0,8.69720816977946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020151133501259445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01877934272300469,0.062082405345211575,0.456,0.0,1.0,0.544,0.0,0.0,42.0,7.0,7.0,0.0,0.0033112582781456954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1794.0,180.0,False,2540.0,0.0,0.0,0.2788888888888889,1.0,0.5068188597716752,0.0,0.002615062761506276,0.0,0.0,0.0,0.0
1138314371401228288,1.3,91.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,663.0,433.0,False,2293.0,0.0,0.019019019019019017,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.326161019742985,0.0,0.0,96.0,0.012211668928086837,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012517385257301807,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.192022792022792,0.4631036353771025,0.0,0.0,1.0,1.0,0.0,0.0,14.0,3.0,3.0,0.0,0.03614457831325301,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,83.0,False,2044.0,0.0,0.0,7.228055555555557,0.0,0.8315284296459952,125.0,0.0163265306122449,1.0,0.0,0.0,0.0
1138314493073616897,0.5,102.05,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2409.0,328.0,False,1960.0,0.0,0.011996904024767802,2.0,1.0,0.0,0.0,0.0,-0.5423,0.0,4.5920814427221615,0.0,0.0,18.0,0.009012539184952978,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011595361855257898,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.025527192008879027,0.1861740166865316,0.412,0.0,0.0,0.588,0.0,0.0,27.0,6.0,6.0,0.0,0.03563941299790356,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,121.0,166.0,False,2013.0,0.0,0.0,6.296666666666668,0.0,0.6283841298648314,119.0,0.03695150115473441,0.0,0.0,0.0,1.0
1138315164149780480,0.1,112.09,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,170.0,157.0,False,723.0,1.0,0.10072463768115944,1.0,1.0,0.0,0.0,1.0,0.1027,0.0,5.855964411244916,0.0,0.0,31.0,0.13611859838274934,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09337589784517156,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.053929121725731895,0.19863273832130648,0.261,0.0,0.0,0.448,0.0,0.0,39.0,10.0,10.0,0.0,0.14958448753462605,1.0,0.0,0.29100000000000004,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1200.0,673.0,False,2326.0,0.0,0.0,20.30611111111111,0.0,0.8866617821440956,18.0,0.08995983935742972,3.0,0.0,0.0,1.0
